Design tryp_calc_EC50 chymo_calc_EC50 tryp_low_EC50 chymo_low_EC50 tryp_high_EC50 chymo_high_EC50 tryp_width_EC50 chymo_width_EC50 tryp_unfolded_EC50 chymo_unfolded_EC50
XRRHKKIV 4.93548685862 3.06034039227 4.6 3.0 5.1 3.1 0.5 0.1 0.06 -0.19
WHLVBIAI 4.25766420344 2.79422748204 4.1 2.7 4.4 2.9 0.3 0.2 0.37 -0.10
tlc_UAZDEZQU 2.4716062079 0.937294068333 2.3 0.6 2.6 1.3 0.3 0.7 -0.00 -0.70
UAZDEZQU 2.72354491482 0.915496895533 2.6 0.7 2.9 1.2 0.3 0.5 -0.07 -0.76
YERJVQDL 4.96601187125 2.53587243704 4.8 2.4 5.1 2.7 0.3 0.3 -0.48 -0.38
VEEJAQPT 5.08419629538 3.00978239694 5.0 3.0 5.1 3.0 0.1 0.0 -0.02 -0.42
QGXWRMSI 4.94467872008 4.19558253239 4.8 4.2 5.0 4.2 0.2 0.0 0.22 0.03
VYHRQETV 3.61219231819 2.15076232119 3.5 2.0 3.8 2.3 0.3 0.3 0.02 -0.28
CTWGMFAS 3.47350134472 2.33702098177 3.4 2.3 3.5 2.4 0.1 0.1 0.04 -0.12
QTQMIVFM 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.32 -0.08
ZJFSHKXX 2.18256911699 1.43937154651 2.1 1.3 2.3 1.7 0.2 0.4 -0.29 -0.21
ETDALUIE 3.38391485773 2.30372511169 3.3 2.2 3.5 2.4 0.2 0.2 0.37 0.13
AQHJVCBM 1.55344226876 0.328541362479 1.4 0.2 2.2 0.5 0.8 0.3 -0.06 -0.17
DOOWHTOD 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 0.02 0.01
tlc_WUKGLUIB 2.36644832455 1.46694790227 2.3 1.2 2.5 2.0 0.2 0.8 0.25 0.15
WUKGLUIB 3.33843219431 2.22325254458 3.3 2.2 3.4 2.3 0.1 0.1 0.22 -0.11
IBSUUKIW 4.30463957025 2.90532786524 4.2 2.9 4.4 2.9 0.2 0.0 -0.28 -0.10
grc_IIFFJDIL 1.26262312603 0.019272921234 0.8 -0.5 6.3 0.7 5.5 1.2 -0.30 0.39
IIFFJDIL 2.25048892932 1.28660490888 2.2 1.2 2.3 1.4 0.1 0.2 -0.28 0.46
JVTLVBWX 4.09725358394 2.50777998761 4.1 2.5 4.1 2.5 0.0 0.0 -0.37 -0.09
FMYUQVOC 5.25668845138 5.08596545917 5.2 5.0 5.3 5.1 0.1 0.1 -0.64 -0.84
OAODKBGL 4.61114484748 3.05118914095 4.4 2.7 4.9 3.2 0.5 0.5 0.21 0.35
BMWXZEDA 4.52869142408 2.99345278607 4.5 2.9 4.6 3.0 0.1 0.1 0.90 0.87
DOYLSSZS 5.34562267708 4.35305280642 5.2 4.3 5.4 4.4 0.2 0.1 -0.56 -0.62
RKQQPYBW 4.37471442821 2.49374057524 4.3 2.4 4.5 2.6 0.2 0.2 0.56 -0.10
TPZNJPRV 4.35314653903 4.2827503359 4.3 4.3 4.4 4.3 0.1 0.0 -0.23 -0.47
KKICKVLO 3.53362009569 1.59483827424 3.4 1.4 3.7 2.1 0.3 0.7 0.50 -0.38
tlc_NWIRVWKT 4.52272920829 2.60588119645 4.4 2.5 4.6 2.7 0.2 0.2 0.33 0.71
NWIRVWKT 4.98005551465 3.11052690138 4.9 3.1 5.0 3.2 0.1 0.1 0.33 0.53
AUADSCVH 3.27184122986 5.2416239967 3.2 5.2 3.3 5.3 0.1 0.1 -0.08 -0.17
HVWGDMLM 3.3739657701 2.97572522419 3.4 2.9 3.4 3.0 0.0 0.1 -0.38 0.22
WOMUEHXB 3.18757354836 2.7414368715 2.5 2.6 5.3 3.0 2.8 0.4 0.08 -0.37
BBM2nHm0199 2.3614236415 2.29753897711 2.2 2.2 2.6 2.5 0.4 0.3 0.08 0.13
ZNDBXIZK 5.00682198772 5.23594404071 4.3 5.2 5.2 5.2 0.9 0.0 0.14 -0.10
LPVPPKAW 5.36359144944 2.97618700415 5.2 2.6 5.5 3.1 0.3 0.5 -0.40 -0.01
KREIRCXG 2.24145870979 1.41339594307 2.1 1.2 2.4 1.8 0.3 0.6 -0.25 -0.54
EQMSKKUX 4.32063140184 3.07231157996 4.3 3.0 4.4 3.1 0.1 0.1 0.17 -0.31
DFABVURG 4.56456342662 2.72040510697 4.4 2.6 4.8 3.0 0.4 0.4 -0.43 -0.39
AKKQRHCG 5.43242262133 4.22763008476 5.4 4.2 5.5 4.2 0.1 0.0 -0.39 -0.28
HUVNETJM 2.18977989267 1.51040604189 2.1 1.2 2.3 2.0 0.2 0.8 -0.17 -0.44
GERTTUQR 5.2349593663 5.14069391127 5.2 5.1 5.3 5.1 0.1 0.0 0.03 -0.05
CVRJRUAG 4.44622606359 3.00662760293 4.3 2.6 5.0 3.3 0.7 0.7 0.42 -0.07
grc_IAJOZSUF 4.50251603369 2.42425426905 4.4 2.3 4.6 2.5 0.2 0.2 -0.38 -0.68
IAJOZSUF 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.37 -0.67
ASIQVDEB 3.32185562158 1.34822539999 3.2 1.1 3.5 2.3 0.3 1.2 0.24 -0.13
WLMDKDYT 2.06483695736 4.34976123808 1.6 4.2 2.2 4.5 0.6 0.3 -0.24 -0.37
XPVDFJQL 5.12192138315 5.3663914326 4.9 5.3 5.3 5.4 0.4 0.1 -0.11 -0.27
VFCVARSR 4.24051398429 0.352079766647 4.2 0.3 4.3 1.1 0.1 0.8 0.27 0.08
DECMUOVD 3.51154865127 0.608476439588 3.4 0.4 3.7 1.0 0.3 0.6 0.39 -0.20
AULCKBJL 3.28608356546 2.51639194629 3.2 2.4 3.3 2.7 0.1 0.3 0.10 -0.68
RFXHSRIF 3.1833562348 -0.0464545016758 2.6 -0.5 3.9 0.4 1.3 0.9 -0.16 -0.18
WNFZPIUA 4.10866666808 1.13490638072 3.9 0.6 4.3 1.4 0.4 0.8 -0.41 -0.48
LWHGPPZH 3.49355820288 2.08991066031 3.4 2.0 3.6 2.2 0.2 0.2 0.25 0.82
NCDAOGRA 4.49678430693 3.64705481354 4.3 3.3 4.9 7.4 0.6 4.1 0.13 -0.28
HPLYAORI 1.44255727493 0.831143435811 0.6 0.4 2.1 1.4 1.5 1.0 -0.16 -0.26
MWVZIEIN 5.66239342014 5.25064969818 5.4 5.2 6.0 5.2 0.6 0.0 0.38 0.06
BBM1nHd0087 5.17100341995 5.0706771722 5.1 5.0 5.2 5.0 0.1 0.0 0.53 0.09
BAFQRFEO 3.29819333606 3.12389015067 3.2 3.1 3.4 3.2 0.2 0.1 -0.71 -1.01
YESHOKTF 5.96106493854 5.21152354411 5.7 5.1 7.2 5.3 1.5 0.2 -0.05 -0.25
GPKBGCPK 3.35146088518 1.02102153253 2.5 0.8 3.6 1.3 1.1 0.5 0.12 0.13
GOVSIETB 4.07012245157 1.1490543707 3.8 0.8 4.4 1.6 0.6 0.8 0.03 -0.77
AKOZJEMQ 3.38748276087 2.36832179408 3.3 2.3 3.4 2.4 0.1 0.1 -0.08 -0.27
QSBCHDWG 4.94599993773 4.19532283977 4.8 4.2 5.0 4.2 0.2 0.0 0.12 -0.28
BMDDVSDX 2.49493697837 2.39436868887 2.5 2.4 2.6 2.4 0.1 0.0 -0.62 -0.71
IDZIYJJE 3.38880773447 2.63784286358 3.3 2.4 3.5 3.0 0.2 0.6 -0.10 0.07
DPEENWTE 0.041247548603 0.429502581508 -0.5 -0.5 0.7 1.3 1.2 1.8 0.20 -0.44
QWOESFUE 1.97168050439 2.31717079948 1.5 2.2 2.2 2.5 0.7 0.3 0.25 -0.29
HGOKTJTN 2.43646053852 2.34537024404 2.3 2.2 2.7 2.5 0.4 0.3 -0.04 -0.46
BBMHCYd0130 3.60161905852 2.22618323425 3.4 2.2 4.6 2.3 1.2 0.1 0.05 -0.22
VANGNCTK 5.24029619292 4.1758263779 5.2 4.2 5.3 4.2 0.1 0.0 -0.03 -0.26
UWHMBOYT 3.33856331171 2.36013098126 3.3 2.3 3.4 2.4 0.1 0.1 1.00 0.82
PDMNLRSA 4.11962956254 1.93522873627 4.0 1.2 4.2 2.5 0.2 1.3 -0.39 -0.72
SWWEELIA 0.365717859029 0.337888269026 -0.5 -0.5 7.1 7.1 7.6 7.6 -0.31 -0.83
EIWKWRSL 1.14563205471 0.159105699953 0.4 -0.5 7.1 3.8 6.7 4.3 0.06 0.00
EFVMLBZM 2.40955639749 1.57031981777 2.3 1.2 2.6 2.1 0.3 0.9 -0.31 -0.90
MDJBEHVH 4.50971586924 2.39571161545 4.3 2.4 4.7 2.4 0.4 0.0 0.55 0.25
DLHXVVCL 4.13332129435 2.37093638918 4.0 2.3 4.2 2.4 0.2 0.1 0.43 0.27
EXLJIXXH 5.11652337558 5.07439389544 5.0 5.0 5.2 5.1 0.2 0.1 -0.27 -0.41
BBJJQJEH 4.33567647449 5.11361941624 4.3 5.1 4.4 5.1 0.1 0.0 0.56 -0.27
NPWGCJRF 4.98911738304 2.51985150474 4.5 2.5 5.2 3.0 0.7 0.5 -0.49 -0.42
EGBYYSUM 2.64610311086 1.41162143086 2.5 1.0 3.3 7.3 0.8 6.3 0.01 -0.37
HDAHYIHM 3.46463193221 2.58351162929 3.3 2.2 3.6 3.0 0.3 0.8 -0.13 -0.55
CCFHMMTU 3.38462705479 3.00114103888 3.3 2.7 3.4 3.1 0.1 0.4 0.07 0.40
TRJRCFBY 3.46077191624 2.34100779699 3.4 2.2 3.6 2.5 0.2 0.3 0.31 0.04
FKGPRPGG 4.55181881262 2.484514047 4.5 2.5 4.6 2.5 0.1 0.0 -0.17 -0.01
QIPXZCDQ 5.26573865863 3.15226737993 4.9 3.0 6.9 3.3 2.0 0.3 -0.45 -0.67
EPQQRNZN 3.32185045844 3.25335455974 3.0 -0.3 6.5 7.3 3.5 7.6 -0.56 -0.86
GOUSLYMY 5.19352770144 4.22083646771 5.1 4.2 5.3 4.2 0.2 0.0 -0.30 -0.08
IPQZYEHY 5.13041001381 4.22705069765 5.1 4.2 5.2 4.2 0.1 0.0 -0.30 -0.32
LFMDAUKN 2.32803073007 2.29201486535 2.2 2.2 2.4 2.5 0.2 0.3 -0.56 -0.65
ZUDWBYBW 3.23485266978 2.38611212191 3.2 2.3 3.3 2.4 0.1 0.1 -0.20 -0.35
DPQREZNK 0.15500014722 0.159105699953 -0.5 -0.5 4.2 3.8 4.7 4.3 -0.53 -0.69
TJTYPKLS 3.31550923227 1.45380151248 3.3 1.2 3.4 2.0 0.1 0.8 0.04 0.02
FORUCJXC 4.76648654262 2.97810357538 4.6 2.9 4.9 3.0 0.3 0.1 -0.16 -0.54
YPNUKBFH 4.46492161341 2.94829744696 4.3 2.8 4.7 3.1 0.4 0.3 0.31 0.05
BBM1TPd0563 2.29587884566 0.418019222509 2.2 0.3 2.4 0.6 0.2 0.3 -0.31 -0.46
TGQVFUAW 4.23829770513 2.42008290111 4.2 2.4 4.3 2.5 0.1 0.1 -0.12 0.18
VMXPYKBP 5.00122584634 4.08952191472 4.9 4.0 5.1 4.1 0.2 0.1 -0.34 -0.72
QMREJSQP 4.08063725611 1.45913668482 3.7 1.3 4.3 1.7 0.6 0.4 -0.43 -0.72
YSNLMJID 3.3951099956 0.485306425829 3.3 0.2 3.5 1.0 0.2 0.8 -0.56 -0.42
ULFSYESI 4.19580402353 2.36388139723 4.1 2.3 4.3 2.4 0.2 0.1 -0.37 -0.51
AHLOIOXO 4.2676125663 2.26786758894 3.5 2.1 4.5 2.4 1.0 0.3 0.27 -0.75
JZBNIGAM 4.08803662837 2.97340869499 3.9 2.6 4.3 3.4 0.4 0.8 -0.22 -0.27
EYILMXDX 4.48930257073 2.68124038977 4.4 2.6 4.6 2.8 0.2 0.2 -0.17 -0.36
GWCKFSZX 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 0.28 0.26
GYRTBXMK 3.24855335914 1.17801971686 3.2 0.9 3.3 1.6 0.1 0.7 -0.55 -0.53
KRUDYLVT 5.04216602479 4.185187124 4.9 4.2 5.1 4.2 0.2 0.0 0.35 -0.45
NLLSRXTO 2.22133361854 0.0510465898438 2.1 -0.5 2.4 1.6 0.3 2.1 -0.35 -0.21
KRMUXDTF 4.11604433868 2.22393604488 4.0 2.2 4.2 2.3 0.2 0.1 -0.31 -0.15
WFRFYIPU 5.12257152795 4.23762436105 5.0 4.2 5.2 4.2 0.2 0.0 -0.39 -0.39
DDXYMVVF 5.02878858176 4.20084972645 4.9 4.2 5.1 4.2 0.2 0.0 0.23 0.08
BPSYOIVE 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 0.21 0.36
DVXCFAKK 4.80164159262 2.20754479088 4.6 2.1 5.0 2.3 0.4 0.2 -0.47 -0.64
ANPTKMGM 3.28871038605 1.47235504163 3.2 1.3 3.4 2.2 0.2 0.9 -0.42 -0.54
OFXDEZKA 3.31774681541 2.28062411077 3.3 2.2 3.4 2.4 0.1 0.2 -0.14 -0.09
TQANLFCP 1.94199883392 2.4354739117 1.4 2.3 6.9 2.6 5.5 0.3 0.34 0.01
MYAHSSWE 5.05060583409 4.07884886575 4.9 4.0 5.1 4.1 0.2 0.1 -0.42 -0.60
XGSIFECZ 2.08569975489 3.17924359222 1.8 3.1 2.2 3.3 0.4 0.2 -0.52 -0.81
JVKKPUFJ 4.81773126421 2.98476649638 4.7 3.0 4.9 3.0 0.2 0.0 -0.21 0.03
GKGFSUJX 2.75613942555 1.0286939058 2.6 0.6 3.0 1.8 0.4 1.2 -0.30 -0.69
tlc_MJZMWTKT -0.151921574812 0.0583338011302 -0.5 -0.5 0.1 0.3 0.6 0.8 -0.12 -0.46
MJZMWTKT 1.16807455237 0.112925291794 0.6 -0.5 7.1 1.7 6.5 2.2 -0.16 -0.62
HBFSAZPV 5.35325922164 4.21263306287 5.3 4.2 5.4 4.2 0.1 0.0 0.38 0.49
GPTYIHXJ 3.3357966334 4.18450995024 3.3 4.2 3.4 4.2 0.1 0.0 0.07 -0.28
ZUYWYILE 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 0.21 -0.25
AAYJQLHD 4.85671200086 2.65920197585 4.7 2.5 5.0 3.0 0.3 0.5 -0.43 -0.25
FQKEYFTT 4.95477321048 3.07237544401 4.7 3.0 5.1 3.1 0.4 0.1 0.04 -0.44
PWFEEOVL 5.62395017531 4.30407147665 5.5 4.3 5.7 4.3 0.2 0.0 0.03 0.10
MCQLBYDH 4.92849408213 3.22338236353 4.8 3.2 5.0 3.3 0.2 0.1 -0.06 -0.35
BITSRLTJ 4.35712190023 2.56227192462 4.2 2.5 4.5 3.1 0.3 0.6 -0.26 -0.34
BOIKSXFI 3.39180210712 3.02364599293 3.3 2.5 3.5 3.1 0.2 0.6 -0.15 -0.48
SODBTHQW 5.27323454897 4.26210868985 5.1 4.2 5.4 4.3 0.3 0.1 -0.29 -0.64
BHEBYDAB 2.31761519738 2.18153860551 2.3 2.1 2.4 2.2 0.1 0.1 0.63 -0.34
tlc_IRNAJDGL 4.74490720516 4.16309071882 4.7 4.2 4.7 4.2 0.0 0.0 0.27 0.13
grc_IRNAJDGL 4.00358753972 3.01841928212 3.9 2.9 4.1 3.1 0.2 0.2 0.22 -0.12
IRNAJDGL 4.11113929213 4.15506610949 3.5 4.1 4.2 4.2 0.7 0.1 0.22 -0.11
BQBRARCD 4.16691011079 4.22627755633 4.0 4.2 4.3 4.3 0.3 0.1 -0.07 -0.19
AKRKRUUO 4.72715585025 2.57164898923 4.6 2.5 4.8 2.9 0.2 0.4 0.05 -0.83
PNCBKTTS 4.53903584167 2.37856770657 4.5 2.3 4.6 2.5 0.1 0.2 0.40 0.18
AIQCSZXK 3.54988080991 2.19992955343 3.3 2.1 3.9 2.4 0.6 0.3 -0.36 -0.70
YVPCJDWP 1.37536657114 1.21438855322 1.0 0.8 7.0 5.2 6.0 4.4 -0.15 -0.26
TPTVCUMM 3.29271033265 1.97548719353 3.2 1.6 3.4 2.2 0.2 0.6 -0.08 -0.32
grc_ECBBLMIN 4.99835352308 4.2197267486 4.9 4.2 5.1 4.2 0.2 0.0 -0.07 -0.03
ECBBLMIN 5.14640478815 5.18222263034 5.0 5.1 5.3 5.3 0.3 0.2 -0.07 -0.02
FQIAFTHZ 1.36663151691 4.15049272381 1.2 0.5 1.7 4.2 0.5 3.7 0.33 0.40
MEQXNTIP 2.43671963539 2.44557080274 2.4 2.4 2.5 2.5 0.1 0.1 -0.12 -0.52
FYMCMIYT 0.815789686964 0.478063455451 0.6 0.3 1.0 0.7 0.4 0.4 0.40 -0.24
BMIVUXHY 3.49736402573 1.18633726746 3.4 1.0 3.6 1.3 0.2 0.3 -0.31 -0.08
DZVLEVXS 5.24781655442 4.24376962542 5.2 4.2 5.3 4.2 0.1 0.0 0.38 0.19
VKRDVVZM 4.41648309665 2.45306928251 4.2 2.3 4.7 2.6 0.5 0.3 -0.36 -0.23
AYVTALKJ 2.21321118076 -0.0498053555977 1.4 -0.5 2.4 0.4 1.0 0.9 0.81 0.58
UAZMWDTS 5.0196285478 2.51404422658 4.9 2.5 5.1 2.6 0.2 0.1 0.74 0.07
EKUIWOID 2.80004113086 1.51484381126 2.6 1.2 3.0 2.0 0.4 0.8 0.44 0.14
SJDHWNYV 4.97746382839 2.53575465746 4.8 2.5 5.1 2.6 0.3 0.1 0.23 -0.01
YIJZNLJQ 5.12026739061 4.20546853716 5.0 4.2 5.2 4.2 0.2 0.0 0.33 -0.34
HRICCIXI 4.61762181862 2.90029326332 4.5 2.9 4.8 2.9 0.3 0.0 -0.09 -0.13
BJUZLNWY 4.56427765713 2.57074007168 4.5 2.4 4.7 2.9 0.2 0.5 0.02 -0.21
BLYSNZYQ 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 0.93 0.34
MHDQMBCJ 4.81482708418 3.04332286179 4.7 3.0 4.9 3.1 0.2 0.1 0.41 -0.31
BBONMKZT 2.50787988312 2.10154922924 2.5 2.0 2.6 2.2 0.1 0.2 -0.32 -0.59
CZHPWNVU 4.36343180734 2.17301576023 4.3 2.0 4.5 2.3 0.2 0.3 0.07 0.26
QTRZEMYC 4.40695572879 3.1070691682 4.3 3.1 4.5 3.2 0.2 0.1 -0.13 -0.22
CDNZEHIU 4.41835055198 2.34149587548 4.3 2.3 4.5 2.4 0.2 0.1 -0.04 -0.10
BBM1nHd0170 4.84824942285 2.93879549697 4.8 2.9 4.8 2.9 0.0 0.0 0.67 0.37
BBMHCYm0207 0.31328852179 0.1931900395 0.1 -0.2 0.6 0.4 0.5 0.6 0.37 0.25
KFDKLRRC 1.53340029603 -0.0385541149682 1.2 -0.5 2.2 0.4 1.0 0.9 0.28 0.07
GHKLDOVA 2.57018465487 4.32509773118 2.4 4.2 2.9 4.4 0.5 0.2 -0.31 -0.61
EVHIFRAN 4.43897229857 2.26575528936 4.4 2.2 4.5 2.3 0.1 0.1 -0.07 -0.31
IDKCAJIY 4.48068699053 3.01888788681 4.4 2.9 4.8 3.1 0.4 0.2 -0.26 0.27
DUMDMAAM 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.38 -0.57
IDJGURWE 4.29791645238 2.23210026058 4.2 2.1 4.3 2.3 0.1 0.2 0.26 -0.08
GQWMQUJF 4.50666119623 2.99507472302 4.5 3.0 4.5 3.0 0.0 0.0 -0.54 -0.31
YQWPSESC 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 0.03 -0.08
DRCPUQTF 3.12528251263 1.2278130674 2.7 1.0 3.3 1.5 0.6 0.5 -0.24 -0.22
NJLOXLEE 5.20484621986 2.42918952055 5.1 2.4 5.3 2.5 0.2 0.1 -0.05 -0.66
IHEDGYFZ 5.13231572446 3.0435293216 5.0 3.0 5.3 3.1 0.3 0.1 0.37 0.31
RYNLCGOW 2.28127125589 1.11881626986 2.2 1.0 2.4 1.3 0.2 0.3 -0.12 0.37
EXURZFTX 4.36992389454 5.18997532149 4.3 5.1 4.4 5.2 0.1 0.1 -0.20 -0.47
IWKOWZXQ 3.54817436933 0.943295319438 3.4 0.6 3.7 1.4 0.3 0.8 -0.59 -0.79
FDTRVKEZ 2.36202262983 2.05043938801 2.3 2.0 2.4 2.1 0.1 0.1 -0.05 -0.03
PFEMMDPZ 2.22757976449 2.09049161216 1.6 1.5 2.5 2.3 0.9 0.8 -0.46 -0.69
EYDKBNKG 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 0.15 -0.17
SMTLMHQK 4.17657485 4.17597496677 4.1 4.2 4.2 4.2 0.1 0.0 0.68 0.07
EAEOBQWE 4.35275512613 2.37227090421 4.3 2.3 4.5 2.4 0.2 0.1 0.09 -0.03
KSFMBBBT 5.00267726367 3.01225360362 4.9 3.0 5.1 3.1 0.2 0.1 0.20 -0.29
JMHNVRXB 3.38866347473 0.373077125997 3.3 0.2 3.6 1.2 0.3 1.0 0.52 0.16
LGGQVBRX 2.38812432828 2.48450479912 2.2 2.3 2.6 2.7 0.4 0.4 0.02 -0.22
QNLLZZIB 4.97012053963 2.57332325434 4.9 2.5 5.0 2.7 0.1 0.2 -0.32 -0.72
EUMGWFDO 3.2378310699 5.13540791688 -0.3 5.1 7.3 5.2 7.6 0.1 0.16 -0.15
MLNCTGAP 1.18992620164 2.18268237202 0.9 2.1 1.6 2.3 0.7 0.2 -0.09 -0.33
IJZGADAO 1.89528284163 1.08412787269 1.6 0.7 2.1 1.5 0.5 0.8 -0.00 -0.06
LPQNBFNN 4.51977016489 5.19021748087 4.4 5.1 4.9 5.2 0.5 0.1 0.46 -0.14
NPCYKHQT 4.43666507498 2.58491715935 4.4 2.6 4.5 2.9 0.1 0.3 -0.16 -0.33
OGELNACU 2.40812973652 2.33176010647 2.3 2.2 3.4 2.5 1.1 0.3 0.15 -0.09
ADYLPNZR 4.29385550564 4.21476899774 4.2 4.2 4.4 4.2 0.2 0.0 -0.19 -0.44
ZSETTDDT 5.21089024004 3.08834459453 5.1 3.0 5.3 3.2 0.2 0.2 0.03 -0.77
tlc_TFIBQORB 5.24699333329 3.21693950211 5.2 3.2 5.3 3.3 0.1 0.1 -0.25 -0.23
TFIBQORB 5.08309914059 3.07429827183 4.9 3.0 5.2 3.2 0.3 0.2 -0.25 -0.52
TVPZKJNX 3.48677193197 2.56165473884 3.5 2.5 3.5 2.6 0.0 0.1 0.22 -0.28
FSIDKBZE 5.11346942053 4.18755771961 5.1 4.2 5.1 4.2 0.0 0.0 -0.15 -0.33
APXOJNPG 2.47634368102 0.286168732326 2.4 -0.1 2.6 0.6 0.2 0.7 -0.03 0.37
BBMHCYm0118 3.11453640111 2.57005866423 2.6 2.4 3.2 2.8 0.6 0.4 -0.20 -0.20
SFMHVLZF 1.54950930777 0.946792062015 1.4 0.7 2.0 1.2 0.6 0.5 0.18 -0.51
VIMSQLRR 5.34921545567 4.2464105013 5.3 4.2 5.4 4.2 0.1 0.0 -0.37 -0.57
NGAJQHCT 3.61211220314 1.97286813755 3.5 1.7 4.1 2.2 0.6 0.5 0.01 0.36
QGBCEAFK 2.17590122395 1.29190142192 2.1 1.1 2.3 1.6 0.2 0.5 0.03 -0.61
EICHGKLD 1.05912657787 1.37083566216 -0.4 -0.4 7.3 7.3 7.7 7.7 0.15 0.05
PWBBBSUP 4.3329954389 2.90944153811 4.3 2.9 4.4 2.9 0.1 0.0 -0.52 -0.15
tlc_HVLGVKGG 4.31150423437 2.39541920331 4.2 2.4 4.4 2.4 0.2 0.0 -0.32 -0.38
HVLGVKGG 4.43296791601 2.28686175346 4.4 2.3 4.4 2.3 0.0 0.0 -0.36 -0.64
PIILNBNL 2.51203789201 1.17113750465 2.4 1.0 2.6 1.4 0.2 0.4 0.43 -0.04
SFSOUNER 3.13294796818 1.83046581265 2.7 1.4 3.3 2.4 0.6 1.0 0.03 -0.46
HOCQZOZI 4.33946308767 2.41729830661 4.3 2.4 4.4 2.4 0.1 0.0 -0.26 -0.67
CEXDRPJN 5.08410237156 2.89050943327 5.0 2.7 5.2 3.0 0.2 0.3 -0.16 -0.80
KIBMOWAU 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.30 -0.35
ORHQMOZK 2.35366852149 2.19824339918 2.3 1.4 2.5 2.4 0.2 1.0 0.07 -0.58
MGNIUCXB 4.28618056397 2.08257845262 4.2 2.0 4.3 2.2 0.1 0.2 0.01 0.15
BLCCTIOF 4.20898781475 2.37561874103 4.1 2.3 4.3 2.4 0.2 0.1 -0.01 -0.23
KFLREXZB 2.40566793804 1.55353242178 2.4 1.3 2.5 1.9 0.1 0.6 0.51 -0.16
scr_LRLDGCPT 2.45215993353 2.00345714572 2.3 1.5 2.7 2.3 0.4 0.8 -0.16 0.11
SMHXTOEB 1.24249169055 0.410406488171 1.0 0.2 1.5 0.7 0.5 0.5 0.48 0.26
FLJFFPJR 4.2059653865 2.55654335062 4.1 2.5 4.3 2.7 0.2 0.2 0.37 0.02
RQKFYEMZ 3.75196690705 2.47867027071 3.6 2.4 3.9 2.6 0.3 0.2 -0.21 -0.42
BNPXNRXS 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.30 -0.50
LLUFTAOZ 4.35134375587 3.07193659588 4.3 3.0 4.4 3.1 0.1 0.1 -0.23 0.16
PNDJAYWG 3.32374069629 2.33143371078 3.3 2.3 3.4 2.4 0.1 0.1 -0.38 -0.08
CLPIFWUF 3.61918972045 2.49187790976 3.6 2.4 3.7 2.6 0.1 0.2 0.18 0.24
OANDCJQT 4.26064270361 2.35326409234 4.2 2.3 4.3 2.4 0.1 0.1 0.11 -0.38
VRULNMBJ 2.13512520885 1.13965246935 1.9 0.8 2.3 1.7 0.4 0.9 -0.34 0.40
IBGUMYWU 3.25949160313 0.628571147355 3.2 0.4 3.3 0.9 0.1 0.5 -0.21 -0.51
GABEZFZX 4.63400353158 2.22006849701 4.5 2.1 4.8 2.3 0.3 0.2 -0.10 -0.80
BDTTUFLH 4.33610555032 2.52684590458 4.3 2.5 4.4 2.9 0.1 0.4 -0.31 -0.37
APHIBPYR 4.1524282852 4.11079825631 4.0 4.0 4.3 4.2 0.3 0.2 -0.02 -0.70
EMJPPEAG 3.28932819166 1.32350867353 3.3 1.3 3.3 1.4 0.0 0.1 -0.51 -0.68
NRUFYIIL 3.49226269871 2.2027805144 3.4 2.1 3.6 2.3 0.2 0.2 -0.19 0.01
MKWLSPFC 0.107518488201 0.0924082593507 -0.5 -0.5 1.3 1.3 1.8 1.8 0.05 -0.47
AHKQXHBP 3.46899176029 3.00539181986 3.4 2.9 3.5 3.1 0.1 0.2 -0.02 0.15
HFPRYMOU 1.18712516739 1.04297756324 0.5 -0.3 7.3 7.1 6.8 7.4 0.19 -0.40
TYBJSPFJ 5.04764998886 4.18012857177 5.0 4.2 5.1 4.2 0.1 0.0 0.41 0.15
VDLFHRHS 5.01834390326 3.09550470051 4.9 3.0 5.1 3.2 0.2 0.2 0.09 0.01
VEZMIUNJ 3.50654635891 2.34400525888 3.4 2.3 3.6 2.5 0.2 0.2 0.11 -0.40
grc_CVPEDPVH 4.72174973326 2.53076835934 4.6 2.5 4.9 2.6 0.3 0.1 -0.03 -0.81
CVPEDPVH 4.27642578139 2.40504441151 3.4 2.3 4.5 2.6 1.1 0.3 -0.03 -0.81
VLFFJIOE 3.37939681036 1.51291868718 3.3 1.3 3.5 1.8 0.2 0.5 -0.10 -0.21
FQJKYEYR 4.59138334594 4.20227827776 4.4 4.2 4.8 4.2 0.4 0.0 -0.05 -0.30
